100.0,1000.0,5000.0,10000.0,15000.0,20000.0
612.0,12319.0,70325.0,152688.0,238923.0,351665.0
653.0,10432.0,71838.0,151862.0,262076.0,330029.0
651.0,10787.0,72350.0,155057.0,252129.0,338028.0
593.0,11039.0,71767.0,156560.0,242351.0,324700.0
644.0,11171.0,71147.0,151977.0,252785.0,344855.0
682.0,11609.0,73166.0,149677.0,245701.0,341469.0
703.0,9880.0,71585.0,151890.0,248298.0,333074.0
767.0,10756.0,75447.0,156406.0,231699.0,347493.0
646.0,11074.0,67298.0,164950.0,250464.0,329997.0
652.0,11882.0,73294.0,150421.0,252938.0,348456.0
647.0,11185.0,68856.0,154934.0,244107.0,373853.0
633.0,12703.0,65302.0,156245.0,240801.0,320360.0
708.0,10314.0,69928.0,165087.0,270883.0,343717.0
614.0,10156.0,66465.0,159122.0,244312.0,346193.0
694.0,10519.0,68624.0,157962.0,249831.0,334790.0
589.0,10607.0,69124.0,148592.0,247655.0,321931.0
668.0,10559.0,76920.0,166750.0,241516.0,338667.0
629.0,10276.0,69664.0,157850.0,228937.0,332248.0
678.0,10844.0,66267.0,143729.0,257758.0,362104.0
686.0,10427.0,70670.0,148246.0,253323.0,332093.0
659.0,10812.0,77849.0,153423.0,264330.0,331222.0
627.0,10877.0,73639.0,159327.0,236968.0,364262.0
645.0,10789.0,71750.0,161452.0,238332.0,339915.0
614.0,11062.0,67288.0,159523.0,244260.0,340911.0
634.0,10804.0,73857.0,156265.0,244617.0,342214.0
727.0,10406.0,67278.0,151111.0,246947.0,329381.0
678.0,11186.0,72270.0,165615.0,249468.0,339093.0
598.0,10610.0,70066.0,155211.0,232821.0,328810.0
625.0,11167.0,75394.0,154173.0,248601.0,335974.0
641.0,11085.0,73433.0,161121.0,245555.0,353713.0
655.0,11328.0,66664.0,169678.0,229598.0,332953.0
657.0,10614.0,75687.0,163920.0,248433.0,339393.0
621.0,11190.0,72143.0,145661.0,266170.0,331181.0
668.0,11472.0,76664.0,170461.0,246208.0,345138.0
625.0,10924.0,67268.0,154397.0,248301.0,344504.0
622.0,11167.0,72257.0,146964.0,247807.0,359695.0
669.0,10555.0,72177.0,161040.0,244622.0,347355.0
853.0,10702.0,75591.0,153180.0,233065.0,339385.0
636.0,10835.0,71755.0,156177.0,239324.0,336052.0
610.0,10556.0,67520.0,154035.0,237353.0,363159.0
681.0,9859.0,69123.0,160904.0,265036.0,366854.0
594.0,11706.0,69265.0,158502.0,245879.0,350606.0
614.0,9999.0,72713.0,161672.0,230715.0,331545.0
713.0,10023.0,70393.0,154602.0,262097.0,339621.0
598.0,11771.0,71151.0,152931.0,277840.0,331659.0
739.0,10689.0,69741.0,147181.0,244962.0,331250.0
587.0,10877.0,75274.0,155688.0,239060.0,339911.0
602.0,10678.0,67821.0,146377.0,247442.0,334219.0
744.0,10415.0,67330.0,151945.0,251028.0,329403.0
646.0,11216.0,65693.0,156667.0,237320.0,328061.0
706.0,11494.0,71404.0,153748.0,248986.0,350368.0
705.0,10369.0,71909.0,148886.0,239043.0,345256.0
687.0,11245.0,73276.0,152596.0,234186.0,327300.0
653.0,11499.0,73395.0,173401.0,237624.0,365361.0
585.0,10735.0,73991.0,156890.0,254844.0,325264.0
640.0,10719.0,70509.0,160241.0,257687.0,333718.0
672.0,11851.0,77956.0,150751.0,258040.0,326807.0
693.0,9627.0,68367.0,163619.0,243306.0,340617.0
685.0,10315.0,72292.0,150692.0,239258.0,329352.0
